Символ,Частота,Код
'wo',0.000001,11111111110110011011
'We',0.000001,11111111110110011100
'hö',0.000001,11111111110110011101
'Мг',0.000001,11111111110110011110
'eb',0.000001,11111111110110011111
'Фл',0.000001,1111111111011010000
'Жу',0.000001,11111111110110100010
'(я',0.000001,11111111110110100011
'zi',0.000001,11111111110110100100
"')""'",0.000001,11111111110110100101
'Въ',0.000001,11111111110110100110
'м]',0.000001,11111111110110100111
'á ',0.000001,1111111111011010100
'?5',0.000001,11111111110110101010
'\nО',0.000001,11111111110110101011
"'""э'",0.000001,11111111110110101100
'ё!',0.000001,11111111110110101101
'пф',0.000001,11111111110110101110
'zw',0.000001,11111111110110101111
'вё',0.000001,1111111111011011000
"""t'""",0.000001,11111111110110110010
'a?',0.000001,11111111110110110011
'?]',0.000001,11111111110110110100
'(c',0.000001,11111111110110110101
'-С',0.000001,11111111110110110110
'Ак',0.000001,11111111110110110111
'̀ч',0.000001,1111111111011011100
'[т',0.000001,11111111110110111010
'[О',0.000001,11111111110110111011
'Tu',0.000001,11111111110110111100
'Ur',0.000001,11111111110110111101
'NN',0.000001,11111111110110111110
'oû',0.000001,11111111110110111111
"'d""'",0.000001,1111111111011100000
'Вх',0.000001,11111111110111000010
"'б""'",0.000001,11111111110111000011
"'""d'",0.000001,11111111110111000100
'О.',0.000001,11111111110111000101
'Ж.',0.000001,11111111110111000110
'Ас',0.000001,11111111110111000111
"""'O""",0.000001,1111111111011100100
'ч-',0.000001,11111111110111001010
'?-',0.000001,11111111110111001011
'dû',0.000001,11111111110111001100
"""'R""",0.000001,11111111110111001101
'.е',0.000001,11111111110111001110
'Иб',0.000001,11111111110111001111
'Pl',0.000001,1111111111011101000
'мà',0.000001,11111111110111010010
'yg',0.000001,11111111110111010011
'a!',0.000001,11111111110111010100
'bv',0.000001,11111111110111010101
'тà',0.000001,11111111110111010110
'[и',0.000001,11111111110111010111
'Съ',0.000001,1111111111011101100
' )',0.000001,11111111110111011010
'eû',0.000001,11111111110111011011
'ДУ',0.000001,11111111110111011100
'Еф',0.000001,11111111110111011101
'pc',0.000001,11111111110111011110
'̀т',0.000001,11111111110111011111
'ku',0.000001,1111111111011110000
'Ti',0.000001,11111111110111100010
'О-',0.000001,11111111110111100011
'йх',0.000001,11111111110111100100
"'""Ж'",0.000001,11111111110111100101
'Е.',0.000001,11111111110111100110
'с\n',0.000001,11111111110111100111
'̀г',0.000001,1111111111011110100
'/1',0.000001,11111111110111101010
'В:',0.000001,11111111110111101011
'з\n',0.000001,11111111110111101100
'.0',0.000001,11111111110111101101
"""'у""",0.000001,11111111110111101110
'-I',0.000001,11111111110111101111
'СV',0.000001,1111111111011111000
'-9',0.000001,11111111110111110010
'П.',0.000001,11111111110111110011
'(3',0.000001,11111111110111110100
'-О',0.000001,11111111110111110101
'Вю',0.000001,11111111110111110110
'-И',0.000001,11111111110111110111
'y)',0.000001,11111111110111111000
'AB',0.000001,11111111110111111001
'BB',0.000001,11111111110111111010
'BY',0.000001,111111111101111110110
'YY',0.000001,111111111101111110111
'Р ',0.000001,11111111110111111100
'Я\n',0.000001,111111111101111111010
'ЕЧ',0.000001,111111111101111111011
'ТН',0.000001,11111111110111111110
'ГЛ',0.000001,11111111110111111111
'ЛА',0.000001,11111111111000000000
'ЗА',0.000001,111111111110000000010
'ИМ',0.000001,111111111110000000011
'Н ',0.000001,11111111111000000010
'ПР',0.000001,11111111111000000011
'ОЛ',0.000001,11111111111000000100
'tm',0.000001,111111111110000001010
'cy',0.000001,111111111110000001011
'rі',0.000001,11111111111000000110
'ш\n',0.000001,11111111111000000111
'Ar',0.000001,11111111111000001000
'?8',0.000001,11111111111000001001
'yé',0.000001,11111111111000001010
'p.',0.000001,11111111111000001011
'ôn',0.000001,11111111111000001100
'Ri',0.000001,111111111110000011010
'ty',0.000001,111111111110000011011
'!5',0.000001,11111111111000001110
"'""c'",0.000001,11111111111000001111
'bâ',0.000001,11111111111000010000
"'m,'",0.000001,11111111111000010001
'Жд',0.000001,11111111111000010010
'Ja',0.000001,11111111111000010011
"'э,'",0.000001,11111111111000010100
' Ç',0.000001,111111111110000101010
'Ça',0.000001,111111111110000101011
'ъ ',0.000001,11111111111000010110
'нэ',0.000001,11111111111000010111
'\nЕ',0.000001,11111111111000011000
'бó',0.000001,11111111111000011001
'óл',0.000001,11111111111000011010
"'á,'",0.000001,11111111111000011011
'ё?',0.000001,11111111111000011100
'Мл',0.000001,111111111110000111010
'-P',0.000001,111111111110000111011
'r-',0.000001,11111111111000011110
'oj',0.000001,11111111111000011111
'dî',0.000001,11111111111000100000
"'""P'",0.000001,111111111110001000010
'tâ',0.000001,111111111110001000011
'xq',0.000001,11111111111000100010
'eq',0.000001,11111111111000100011
'Mè',0.000001,11111111111000100100
'lb',0.000001,111111111110001001010
' x',0.000001,111111111110001001011
'гм',0.000001,11111111111000100110
'тo',0.000001,11111111111000100111
'Ul',0.000001,11111111111000101000
'ik',0.000001,11111111111000101001
'ka',0.000001,11111111111000101010
'lc',0.000001,11111111111000101011
"'""U'",0.000001,11111111111000101100
'у̀',0.000001,111111111110001011010
'r:',0.000001,111111111110001011011
'Mu',0.000001,11111111111000101110
'(o',0.000001,11111111111000101111
'о]',0.000001,11111111111000110000
'ew',0.000001,111111111110001100010
'ц)',0.000001,111111111110001100011
'k.',0.000001,11111111111000110010
"'""Q'",0.000001,11111111111000110011
"'é""'",0.000001,11111111111000110100
'Аз',0.000001,111111111110001101010
'̀к',0.000001,111111111110001101011
"'o,'",0.000001,11111111111000110110
'ó.',0.000001,11111111111000110111
'!)',0.000001,11111111111000111000
'кх',0.000001,11111111111000111001
'Am',0.000001,11111111111000111010
'еr',0.000001,11111111111000111011
'аі',0.000001,11111111111000111100
'і ',0.000001,111111111110001111010
'с)',0.000001,111111111110001111011
'l1',0.000001,11111111111000111110
'd?',0.000001,11111111111000111111
'pf',0.000001,11111111111001000000
'Wa',0.000001,111111111110010000010
'кё',0.000001,111111111110010000011
'Яд',0.000001,11111111111001000010
'\nБ',0.000001,11111111111001000011
'Тщ',0.000001,11111111111001000100
"'г""'",0.000001,111111111110010001010
'(d',0.000001,111111111110010001011
'Ня',0.000001,11111111111001000110
'hâ',0.000001,11111111111001000111
'âl',0.000001,11111111111001001000
'̀ю',0.000001,11111111111001001001
'aз',0.000001,11111111111001001010
'[б',0.000001,11111111111001001011
'(Е',0.000001,11111111111001001100
'N ',0.000001,111111111110010011010
'д)',0.000001,111111111110010011011
"'y,'",0.000001,11111111111001001110
'èd',0.000001,11111111111001001111
'Юх',0.000001,11111111111001010000
'щ.',0.000001,11111111111001010001
';1',0.000001,11111111111001010010
'ёг',0.000001,11111111111001010011
'ьх',0.000001,11111111111001010100
"'""3'",0.000001,111111111110010101010
'Хе',0.000001,111111111110010101011
'ё:',0.000001,11111111111001010110
'з:',0.000001,11111111111001010111
'ѝ',0.000001,11111111111001011000
'Ги',0.000001,11111111111001011001
'èb',0.000001,11111111111001011010
'cк',0.000001,11111111111001011011
'ёт',0.000001,11111111111001011100
'.?',0.000001,111111111110010111010
'As',0.000001,111111111110010111011
'Gé',0.000001,11111111111001011110
'Юл',0.000001,11111111111001011111
"'""j'",0.000001,11111111111001100000
'хд',0.000001,111111111110011000010
'û ',0.000001,111111111110011000011
'Чл',0.000001,11111111111001100010
'дё',0.000001,11111111111001100011
'ò-',0.000001,11111111111001100100
'n\n',0.000001,111111111110011001010
'[И',0.000001,111111111110011001011
'р]',0.000001,11111111111001100110
'[м',0.000001,11111111111001100111
'Аш',0.000001,11111111111001101000
'Хл',0.000001,11111111111001101001
"'""l'",0.000001,11111111111001101010
'п?',0.000001,11111111111001101011
'Ян',0.000001,11111111111001101100
'.о',0.000001,111111111110011011010
'.с',0.000001,111111111110011011011
'лà',0.000001,11111111111001101110
'Cy',0.000001,11111111111001101111
"'""R'",0.000001,11111111111001110000
"""'А""",0.000001,111111111110011100010
'[Д',0.000001,111111111110011100011
'\nо',0.000001,11111111111001110010
'Шн',0.000001,11111111111001110011
'вà',0.000001,11111111111001110100
'дò',0.000001,111111111110011101010
'ГО',0.000001,111111111110011101011
'cт',0.000001,11111111111001110110
'[д',0.000001,11111111111001110111
'Кв',0.000001,11111111111001111000
"'""g'",0.000001,11111111111001111001
'вю',0.000001,11111111111001111010
'[л',0.000001,11111111111001111011
'n2',0.000001,11111111111001111100
'Oc',0.000001,111111111110011111010
"'""q'",0.000001,111111111110011111011
'Оз',0.000001,11111111111001111110
'eг',0.000001,11111111111001111111
'Cl',0.000001,11111111111010000000
'(Л',0.000001,111111111110100000010
'*\n',0.000001,111111111110100000011
'ey',0.000001,11111111111010000010
'ёд',0.000001,11111111111010000011
'рà',0.000001,11111111111010000100
'àв',0.000001,111111111110100001010
'/2',0.000001,111111111110100001011
'[В',0.000001,11111111111010000110
'[Э',0.000001,11111111111010000111
'V:',0.000001,11111111111010001000
"""'с""",0.000001,11111111111010001001
'Пг',0.000001,11111111111010001010
"""'н""",0.000001,11111111111010001011
"""'ю""",0.000001,11111111111010001100
'ò\n',0.000001,111111111110100011010
'йф',0.000001,111111111110100011011
'Гн',0.000001,11111111111010001110
'ВН',0.000001,11111111111010001111
'ЕС',0.000001,11111111111010010000
'СЕ',0.000001,11111111111010010001
'ЛЕ',0.000001,11111111111010010010
'УЮ',0.000001,11111111111010010011
'ЮЩ',0.000001,11111111111010010100
'ЩИ',0.000001,111111111110100101010
'РС',0.000001,111111111110100101011
'НЪ',0.000001,11111111111010010110
'ЪЕ',0.000001,11111111111010010111
'ТУ',0.000001,11111111111010011000
'УР',0.000001,11111111111010011001
'XC',0.000001,11111111111010011010
'CI',0.000001,11111111111010011011
'а1',0.000001,11111111111010011100
'X:',0.000001,111111111110100111010
'(B',0.000001,111111111110100111011
'(M',0.000001,11111111111010011110
'(S',0.000001,11111111111010011111
'\nв',0.000001,11111111111010100000
'ww',0.000001,111111111110101000010
'.t',0.000001,111111111110101000011
'ІХ',0.000001,111111111110101000100
'ПЯ',0.000001,111111111110101000101
'ХI',0.000001,111111111110101000110
'АР',0.000001,111111111110101000111
'РИ',0.000001,11111111111010100100
'ИА',0.000001,111111111110101001010
'НТ',0.000001,111111111110101001011
'БЗ',0.000001,111111111110101001100
'ЗО',0.000001,111111111110101001101
'ОД',0.000001,111111111110101001110
'РЖ',0.000001,111111111110101001111
'ЖА',0.000001,11111111111010101000
'АВ',0.000001,111111111110101010010
'Г\n',0.000001,111111111110101010011
'УК',0.000001,111111111110101010100
'КА',0.000001,111111111110101010101
'АЗ',0.000001,111111111110101010110
'ЕЛ',0.000001,111111111110101010111
'ЛЬ',0.000001,11111111111010101100
'БС',0.000001,111111111110101011010
'ЫХ',0.000001,111111111110101011011
'Х ',0.000001,111111111110101011100
'ЛЛ',0.000001,111111111110101011101
'ЛЮ',0.000001,111111111110101011110
'ЮС',0.000001,111111111110101011111
'АЦ',0.000001,11111111111010110000
'ИИ',0.000001,111111111110101100010
'ДИ',0.000001,111111111110101100011
'ИС',0.000001,111111111110101100100
'КЦ',0.000001,111111111110101100101
'ИО',0.000001,111111111110101100110
'ОЯ',0.000001,111111111110101100111
'ЯС',0.000001,11111111111010110100
'СН',0.000001,111111111110101101010
'Gê',0.000001,111111111110101101011
'ên',0.000001,111111111110101101100
'Av',0.000001,111111111110101101101
'fê',0.000001,111111111110101101110
'f?',0.000001,111111111110101101111
'bb',0.000001,11111111111010111000
'.7',0.000001,111111111110101110010
'Ec',0.000001,111111111110101110011
'(p',0.000001,111111111110101110100
's3',0.000001,111111111110101110101
'Сo',0.000001,111111111110101110110
"'""i'",0.000001,111111111110101110111
'̀я',0.000001,11111111111010111100
'é1',0.000001,111111111110101111010
'Эг',0.000001,111111111110101111011
'Еl',0.000001,111111111110101111100
'lі',0.000001,111111111110101111101
"'""p'",0.000001,111111111110101111110
"'""e'",0.000001,111111111110101111111
' â',0.000001,11111111111011000000
'l;',0.000001,111111111110110000010
'ф:',0.000001,111111111110110000011
'ч:',0.000001,111111111110110000100
'\n3',0.000001,111111111110110000101
'э!',0.000001,111111111110110000110
'пэ',0.000001,111111111110110000111
'рэ',0.000001,11111111111011000100
':2',0.000001,111111111110110001010
'мэ',0.000001,111111111110110001011
'пá',0.000001,111111111110110001100
'bc',0.000001,111111111110110001101
'éq',0.000001,111111111110110001110
't;',0.000001,111111111110110001111
'x-',0.000001,11111111111011001000
'èl',0.000001,111111111110110010010
'-s',0.000001,111111111110110010011
'Юж',0.000001,111111111110110010100
'Рю',0.000001,111111111110110010101
'(ф',0.000001,111111111110110010110
'ò!',0.000001,111111111110110010111
'kö',0.000001,11111111111011001100
' ü',0.000001,111111111110110011010
'üb',0.000001,111111111110110011011
'kt',0.000001,111111111110110011100
'rü',0.000001,111111111110110011101
'ы̀',0.000001,111111111110110011110
'̀с',0.000001,111111111110110011111
'е́',0.000001,11111111111011010000
"',9'",0.000001,111111111110110100010
'Ac',0.000001,111111111110110100011
'(З',0.000001,111111111110110100100
't2',0.000001,111111111110110100101
'Цв',0.000001,111111111110110100110
'[Ч',0.000001,111111111110110100111
'lâ',0.000001,11111111111011010100
'Эц',0.000001,111111111110110101010
"'],'",0.000001,111111111110110101011
'è ',0.000001,111111111110110101100
'Аж',0.000001,111111111110110101101
'Шп',0.000001,111111111110110101110
'Чь',0.000001,111111111110110101111
'pà',0.000001,11111111111011011000
'àл',0.000001,111111111110110110010
'ó:',0.000001,111111111110110110011
')!',0.000001,111111111110110110100
'́к',0.000001,111111111110110110101
'(А',0.000001,111111111110110110110
'!?',0.000001,111111111110110110111
'vl',0.000001,11111111111011011100
'(Р',0.000001,111111111110110111010
'h.',0.000001,111111111110110111011
'cо',0.000001,111111111110110111100
'hn',0.000001,111111111110110111101
'еn',0.000001,111111111110110111110
'ok',0.000001,111111111110110111111
'dl',0.000001,11111111111011100000
'ee',0.000001,111111111110111000010
'Zu',0.000001,111111111110111000011
'и]',0.000001,111111111110111000100
'.т',0.000001,111111111110111000101
' ё',0.000001,111111111110111000110
'шс',0.000001,111111111110111000111
'ьё',0.000001,11111111111011100100
'e5',0.000001,111111111110111001010
'Юр',0.000001,111111111110111001011
'\nХ',0.000001,111111111110111001100
'нe',0.000001,111111111110111001101
'з!',0.000001,111111111110111001110
'ёв',0.000001,111111111110111001111
'ю]',0.000001,11111111111011101000
"'""Ш'",0.000001,111111111110111010010
'sf',0.000001,111111111110111010011
'é2',0.000001,111111111110111010100
'cе',0.000001,111111111110111010101
'-ь',0.000001,111111111110111010110
'юе',0.000001,111111111110111010111
'SS',0.000001,11111111111011101100
'hw',0.000001,111111111110111011010
'sd',0.000001,111111111110111011011
'T.',0.000001,111111111110111011100
"'""a'",0.000001,111111111110111011101
'cô',0.000001,111111111110111011110
'ry',0.000001,111111111110111011111
'ёз',0.000001,11111111111011110000
'тш',0.000001,111111111110111100010
'Vr',0.000001,111111111110111100011
')1',0.000001,111111111110111100100
'ъё',0.000001,111111111110111100101
'ём',0.000001,111111111110111100110
'r3',0.000001,111111111110111100111
'[з',0.000001,11111111111011110100
'a\n',0.000001,111111111110111101010
'a)',0.000001,111111111110111101011
'd)',0.000001,111111111110111101100
'Яз',0.000001,111111111110111101101
'Сх',0.000001,111111111110111101110
'юа',0.000001,111111111110111101111
'éi',0.000001,11111111111011111000
'Пш',0.000001,111111111110111110010
'вж',0.000001,111111111110111110011
"'ц""'",0.000001,111111111110111110100
'шш',0.000001,111111111110111110101
'Ля',0.000001,111111111110111110110
'.л',0.000001,111111111110111110111
'г)',0.000001,11111111111011111100
'-э',0.000001,111111111110111111010
'Ol',0.000001,111111111110111111011
'yl',0.000001,111111111110111111100
"'""E'",0.000001,111111111110111111101
'Ир',0.000001,111111111110111111110
'sû',0.000001,111111111110111111111
'ûr',0.000001,11111111111100000000
'̀м',0.000001,111111111111000000010
'aт',0.000001,111111111111000000011
'Тп',0.000001,111111111111000000100
'̀-',0.000001,111111111111000000101
'Чр',0.000001,111111111111000000110
'é;',0.000001,111111111111000000111
'oq',0.000001,11111111111100000100
'tc',0.000001,111111111111000001010
'(s',0.000001,111111111111000001011
'vô',0.000001,111111111111000001100
'[Б',0.000001,111111111111000001101
'f-',0.000001,111111111111000001110
"""e'""",0.000001,111111111111000001111
'Dr',0.000001,11111111111100001000
'It',0.000001,111111111111000010010
'z?',0.000001,111111111111000010011
'мв',0.000001,111111111111000010100
's\n',0.000001,111111111111000010101
't\n',0.000001,111111111111000010110
'z\n',0.000001,111111111111000010111
'н]',0.000001,11111111111100001100
"'ό,'",0.000001,111111111111000011010
'ό?',0.000001,111111111111000011011
"'""Ф'",0.000001,111111111111000011100
'Ой',0.000001,111111111111000011101
"'ж""'",0.000001,111111111111000011110
'[М',0.000001,111111111111000011111
'tе',0.000001,11111111111100010000
'щё',0.000001,111111111111000100010
'.д',0.000001,111111111111000100011
'à?',0.000001,111111111111000100100
'Фю',0.000001,111111111111000100101
'[К',0.000001,111111111111000100110
'Vé',0.000001,111111111111000100111
' ]',0.000001,11111111111100010100
'wä',0.000001,111111111111000101010
'сè',0.000001,111111111111000101011
'A-',0.000001,111111111111000101100
'sè',0.000001,111111111111000101101
'Wu',0.000001,111111111111000101110
"'0""'",0.000001,111111111111000101111
'ИН',0.000001,11111111111100011000
'НУ',0.000001,111111111111000110010
'д:',0.000001,111111111111000110011
'-Я',0.000001,111111111111000110100
'Jé',0.000001,111111111111000110101
'бe',0.000001,111111111111000110110
'òм',0.000001,111111111111000110111
'ЗК',0.000001,11111111111100011100
'ОТ',0.000001,111111111111000111010
'ЛИ',0.000001,111111111111000111011
'НО',0.000001,111111111111000111100
'хг',0.000001,111111111111000111101
'Cz',0.000001,111111111111000111110
'ыc',0.000001,111111111111000111111
'éâ',0.000001,11111111111100100000
'б!',0.000001,111111111111001000010
'ml',0.000001,111111111111001000011
'Se',0.000001,111111111111001000100
"'""4'",0.000001,111111111111001000101
'(P',0.000001,111111111111001000110
'Сг',0.000001,111111111111001000111
'Où',0.000001,11111111111100100100
'е]',0.000001,111111111111001001010
"'""N'",0.000001,111111111111001001011
'Я-',0.000001,111111111111001001100
"'""х'",0.000001,111111111111001001101
"'v,'",0.000001,111111111111001001110
'\n2',0.000001,111111111111001001111
'Еч',0.000001,11111111111100101000
"""S'""",0.000001,111111111111001010010
' =',0.000001,111111111111001010011
'= ',0.000001,111111111111001010100
'гo',0.000001,111111111111001010101
'Ek',0.000001,111111111111001010110
'km',0.000001,111111111111001010111
'(J',0.000001,11111111111100101100
'ё;',0.000001,111111111111001011010
'гa',0.000001,111111111111001011011
'I;',0.000001,111111111111001011100
"',.'",0.000001,111111111111001011101
'*[',0.000001,111111111111001011110
']*',0.000001,111111111111001011111
'кь',0.000001,11111111111100110000
'àд',0.000001,111111111111001100010
'З*',0.000001,111111111111001100011
'* ',0.000001,111111111111001100100
"'*,'",0.000001,111111111111001100101
"'""v'",0.000001,111111111111001100110
'S-',0.000001,111111111111001100111
'[З',0.000001,11111111111100110100
'Ци',0.000001,111111111111001101010
'ьп',0.000001,111111111111001101011
'[Я',0.000001,111111111111001101100
'8/',0.000001,111111111111001101101
'ц:',0.000001,111111111111001101110
'o)',0.000001,111111111111001101111
'у]',0.000001,11111111111100111000
'[ ',0.000001,111111111111001110010
"""'ы""",0.000001,111111111111001110011
'B.',0.000001,111111111111001110100
"'""ф'",0.000001,111111111111001110101
'Ы\n',0.000001,111111111111001110110
'eч',0.000001,111111111111001110111
'б\n',0.000001,11111111111100111100
'ф\n',0.000001,111111111111001111010
'ё\n',0.000001,111111111111001111011
'шю',0.000001,111111111111001111100
"'І,'",0.000001,111111111111001111101
'ы1',0.000001,111111111111001111110
'ѴІ',0.000001,111111111111001111111
'X)',0.000001,11111111111101000000
'V)',0.000001,111111111111010000010
'Эм',0.000001,111111111111010000011
'пб',0.000001,111111111111010000100
'чч',0.000001,111111111111010000101
'Ф.',0.000001,111111111111010000110
'-Ю',0.000001,111111111111010000111
'Юп',0.000001,11111111111101000100
'-Н',0.000001,111111111111010001010
'-Е',0.000001,111111111111010001011
'(G',0.000001,111111111111010001100
'-Р',0.000001,111111111111010001101
')-',0.000001,111111111111010001110
'-П',0.000001,111111111111010001111
'(R',0.000001,111111111111010010000
'(T',0.000001,111111111111010010001
'гь',0.000001,111111111111010010010
'\ufeff ',0.000000,111111111111010010011
'Y\n',0.000000,111111111111010010100
'\n9',0.000000,1111111111110100101010
'\nд',0.000000,1111111111110100101011
'\nw',0.000000,1111111111110100101100
'w.',0.000000,1111111111110100101101
'\nr',0.000000,1111111111110100101110
'.Т',0.000000,1111111111110100101111
'Э.',0.000000,111111111111010011000
"'Y,'",0.000000,1111111111110100110010
'Y ',0.000000,1111111111110100110011
'eR',0.000000,1111111111110100110100
'\nR',0.000000,1111111111110100110101
'Р\n',0.000000,1111111111110100110110
'\n(',0.000000,1111111111110100110111
'Ы:',0.000000,111111111111010011100
'ЛК',0.000000,1111111111110100111010
'В\n',0.000000,1111111111110100111011
'ЦЯ',0.000000,1111111111110100111100
'ЯВ',0.000000,1111111111110100111101
'ВЛ',0.000000,1111111111110100111110
'ВС',0.000000,1111111111110100111111
'уc',0.000000,111111111111010100000
'cя',0.000000,1111111111110101000010
'lz',0.000000,1111111111110101000011
'тж',0.000000,1111111111110101000100
'іo',0.000000,1111111111110101000101
'o:',0.000000,1111111111110101000110
':3',0.000000,1111111111110101000111
'Fu',0.000000,111111111111010100100
'e6',0.000000,1111111111110101001010
'.8',0.000000,1111111111110101001011
'п)',0.000000,1111111111110101001100
'V2',0.000000,1111111111110101001101
'ny',0.000000,1111111111110101001110
'ym',0.000000,1111111111110101001111
'Нe',0.000000,111111111111010101000
'eт',0.000000,1111111111110101010010
'uç',0.000000,1111111111110101010011
'h?',0.000000,1111111111110101010100
'Bâ',0.000000,1111111111110101010101
'u;',0.000000,1111111111110101010110
'yr',0.000000,1111111111110101010111
'Мс',0.000000,111111111111010101100
'Яф',0.000000,1111111111110101011010
'cd',0.000000,1111111111110101011011
'd2',0.000000,1111111111110101011100
'(à',0.000000,1111111111110101011101
'́:',0.000000,1111111111110101011110
'У!',0.000000,1111111111110101011111
"'!,'",0.000000,111111111111010110000
'*.',0.000000,1111111111110101100010
'ws',0.000000,1111111111110101100011
'пo',0.000000,1111111111110101100100
'oц',0.000000,1111111111110101100101
'Аh',0.000000,1111111111110101100110
'и\uf00f',0.000000,1111111111110101100111
'\uf00fт',0.000000,111111111111010110100
'vs',0.000000,1111111111110101101010
' ъ',0.000000,1111111111110101101011
' ь',0.000000,1111111111110101101100
'фэ',0.000000,1111111111110101101101
'жэ',0.000000,1111111111110101101110
'бэ',0.000000,1111111111110101101111
'чэ',0.000000,111111111111010111000
'лэ',0.000000,1111111111110101110010
'сэ',0.000000,1111111111110101110011
'щэ',0.000000,1111111111110101110100
'вэ',0.000000,1111111111110101110101
'\nЗ',0.000000,1111111111110101110110
'-p',0.000000,1111111111110101110111
"'́""'",0.000000,111111111111010111100
'Ay',0.000000,1111111111110101111010
'т]',0.000000,1111111111110101111011
"'z""'",0.000000,1111111111110101111100
'аt',0.000000,1111111111110101111101
'Tâ',0.000000,1111111111110101111110
"""С'""",0.000000,1111111111110101111111
'PS',0.000000,111111111111011000000
'gè',0.000000,1111111111110110000010
'vè',0.000000,1111111111110110000011
'pô',0.000000,1111111111110110000100
'Ev',0.000000,1111111111110110000101
'-b',0.000000,1111111111110110000110
'ej',0.000000,1111111111110110000111
'Iv',0.000000,111111111111011000100
'êv',0.000000,1111111111110110001010
'-Й',0.000000,1111111111110110001011
'Йо',0.000000,1111111111110110001100
'Zo',0.000000,1111111111110110001101
'Xa',0.000000,1111111111110110001110
"',)'",0.000000,1111111111110110001111
"'""ш'",0.000000,111111111111011001000
'(ш',0.000000,1111111111110110010010
"'""W'",0.000000,1111111111110110010011
'lk',0.000000,1111111111110110010100
'rä',0.000000,1111111111110110010101
'äf',0.000000,1111111111110110010110
'Uf',0.000000,1111111111110110010111
'-L',0.000000,111111111111011001100
'rh',0.000000,1111111111110110011010
'Ab',0.000000,1111111111110110011011
'Ze',0.000000,1111111111110110011100
'tp',0.000000,1111111111110110011101
'h-',0.000000,1111111111110110011110
'-R',0.000000,1111111111110110011111
'sg',0.000000,111111111111011010000
'üs',0.000000,1111111111110110100010
'tg',0.000000,1111111111110110100011
'tl',0.000000,1111111111110110100100
'Mö',0.000000,1111111111110110100101
'ög',0.000000,1111111111110110100110
'hk',0.000000,1111111111110110100111
'v!',0.000000,111111111111011010100
'вЫ',0.000000,1111111111110110101010
'g!',0.000000,1111111111110110101011
'Oe',0.000000,1111111111110110101100
'hg',0.000000,1111111111110110101101
'́р',0.000000,1111111111110110101110
'lp',0.000000,1111111111110110101111
'z:',0.000000,111111111111011011000
':5',0.000000,1111111111110110110010
'Dü',0.000000,1111111111110110110011
'ür',0.000000,1111111111110110110100
'Fo',0.000000,1111111111110110110101
'x7',0.000000,1111111111110110110110
'r8',0.000000,1111111111110110110111
'nô',0.000000,111111111111011011100
'ün',0.000000,1111111111110110111010
'Er',0.000000,1111111111110110111011
'Bö',0.000000,1111111111110110111100
'ös',0.000000,1111111111110110111101
'ké',0.000000,1111111111110110111110
'm)',0.000000,1111111111110110111111
'Hе',0.000000,111111111111011100000
'-g',0.000000,1111111111110111000010
'(Ш',0.000000,1111111111110111000011
'lá',0.000000,1111111111110111000100
'Зр',0.000000,1111111111110111000101
'вa',0.000000,1111111111110111000110
'эш',0.000000,1111111111110111000111
'́ш',0.000000,111111111111011100100
'[Р',0.000000,1111111111110111001010
"'""]'",0.000000,1111111111110111001011
'хп',0.000000,1111111111110111001100
'дp',0.000000,1111111111110111001101
'лo',0.000000,1111111111110111001110
'тá',0.000000,1111111111110111001111
'áк',0.000000,111111111111011101000
'.з',0.000000,1111111111110111010010
'.ч',0.000000,1111111111110111010011
'рá',0.000000,1111111111110111010100
'\nА',0.000000,1111111111110111010101
'оu',0.000000,1111111111110111010110
'(ж',0.000000,1111111111110111010111
'iе',0.000000,1111111111110111011000
'rа',0.000000,1111111111110111011001
'[1',0.000000,1111111111110111011010
'йщ',0.000000,1111111111110111011011
'Ез',0.000000,1111111111110111011100
'ms',0.000000,1111111111110111011101
'оt',0.000000,1111111111110111011110
'aе',0.000000,1111111111110111011111
'zt',0.000000,111111111111011110000
'ih',0.000000,1111111111110111100010
'ae',0.000000,1111111111110111100011
'-W',0.000000,1111111111110111100100
'sw',0.000000,1111111111110111100101
'dz',0.000000,1111111111110111100110
'[Е',0.000000,1111111111110111100111
'ш?',0.000000,111111111111011110100
'.а',0.000000,1111111111110111101010
'фн',0.000000,1111111111110111101011
'̀;',0.000000,1111111111110111101100
'дщ',0.000000,1111111111110111101101
'Аа',0.000000,1111111111110111101110
'пé',0.000000,1111111111110111101111
'мá',0.000000,111111111111011111000
"'""O'",0.000000,1111111111110111110010
'.п',0.000000,1111111111110111110011
'кa',0.000000,1111111111110111110100
"'ё""'",0.000000,1111111111110111110101
'(g',0.000000,1111111111110111110110
'1а',0.000000,1111111111110111110111
'Hy',0.000000,111111111111011111100
'yp',0.000000,1111111111110111111010
'Sh',0.000000,1111111111110111111011
'[Т',0.000000,1111111111110111111100
'вc',0.000000,1111111111110111111101
'S ',0.000000,1111111111110111111110
'rz',0.000000,1111111111110111111111
'́п',0.000000,111111111111100000000
'eV',0.000000,1111111111111000000010
'é-',0.000000,1111111111111000000011
'Gl',0.000000,1111111111111000000100
"'""B'",0.000000,1111111111111000000101
"'A,'",0.000000,1111111111111000000110
'êr',0.000000,1111111111111000000111
'ek',0.000000,111111111111100000100
'hô',0.000000,1111111111111000001010
'ôp',0.000000,1111111111111000001011
'́й',0.000000,1111111111111000001100
'nе',0.000000,1111111111111000001101
'.и',0.000000,1111111111111000001110
